allelectrons_Total,density_Total,allelectrons_Average,val_e_Average,atomicweight_Average,ionenergy_Average,el_neg_chi_Average,R_vdw_element_Average,R_cov_element_Average,zaratio_Average,density_Average,PCA_Component_1,PCA_Component_2,PCA_Component_3,PCA_Component_4,Hardness
180.0,2.5363280000000006,9.0,4.8,18.5465357192,12.299314,2.8355,1.6728,0.8808000000000001,0.495329,0.49084,-1.350413521517824,-0.06401361836615016,-0.46633120772043857,0.0980387902308181,1.8
46.0,8.147992,23.0,4.0,50.1315,9.08885,2.295,1.905,1.4220000000000002,0.42668,4.90209,2.7962096906635403,-0.0816445141970335,-1.2423889094262557,-0.9184988325774418,3.5
202.0,22.81264,20.2,6.0,47.3154225304,11.61422,2.884,1.736,0.944,0.467568,4.08822,0.8448735618446729,0.5388402619770069,0.3271509461251677,-0.5374144679020645,2.0
68.0,9.773996,13.6,4.8,29.525338,11.5619,2.764,1.7420000000000002,0.914,0.486658,0.92003,-0.6049385253165356,-0.07266544847367123,-0.4375756150154027,0.2369150634004238,3.5
40.0,4.03,20.0,4.0,43.498522,8.897,2.065,1.925,1.165,0.477015,1.7,1.098242925075844,-0.6687082720020182,-1.0036304989614606,0.2495662022856308,3.8
92.0,11.624328000000002,12.0,4.8,24.789618,11.177555000000002,2.7845,1.7,0.8649999999999999,0.48502,1.0066,-0.9387260112422944,0.11123772761490897,-0.33260418712620343,0.09012514501639143,6.0
108.0,8.147992,10.8,4.8,20.077018,11.023840000000002,2.708,1.648,0.946,0.4957955,0.82747,-1.0576405474794126,-0.05091900262259066,-0.428514338911566,0.050027522698951624,6.0
80.0,4.542664,13.333333333333336,4.666666666666667,27.44881366633333,11.654066666666669,2.8816666666666664,1.7516666666666667,0.9933333333333336,0.4758883333333334,0.49916,-0.5079667790979043,-0.14174382117388254,-0.8555886692698211,0.34010831166411093,4.3
76.0,8.147992,15.2,4.8,31.937418,10.75714,2.684,1.76,0.914,0.486658,0.93396,-0.4497183056609384,-0.09480982791237866,-0.40271314993625623,0.3242853323299961,6.5
127.0,13.385996,22.4,4.0,49.224449375,9.8771,2.3080000000000003,1.88,1.4220000000000002,0.47888,3.08833,2.145359100160695,-0.8062819853946438,-1.0785904140378082,-0.1732017264124808,4.5
105.0,6.394996,18.666666666666668,4.666666666666667,41.99652,11.296833333333336,2.7466666666666666,1.7175,0.92,0.4729766666666666,1.86481,0.07428673769734115,0.33695623535794395,-0.06766536175595624,0.2514184792326056,6.0
46.0,9.133,20.5,4.0,47.8025,11.340425,2.0200000000000005,1.825,1.12,0.4743239999999999,2.16486,1.012073141229905,-0.22413441734390221,-0.5633049045717138,0.2020696286269434,2.5
114.0,17.46,22.8,5.6,49.204038,10.13144,2.352,1.8200000000000005,1.104,0.475566,5.20133,1.7661537486049803,0.08370407064885976,0.17054605901183373,-0.9372470575151952,1.8
114.0,17.623983999999997,22.8,5.6,49.204038,10.13144,2.352,1.8590000000000004,1.104,0.475566,4.8568,1.7642891547182942,-0.05345048307161269,0.021318192980438827,-0.8123012003209229,6.0
97.0,8.228992,9.4,4.4,18.78740068,11.82448,2.8280000000000003,1.6520000000000004,0.836,0.5368794,0.73803,-1.544029435504559,-0.4127093862825519,0.1360057128208566,0.05123266539089937,6.0
232.0,33.20565499999999,11.6,4.0,24.085483,12.22274,2.68,1.592,0.7380000000000001,0.48855,1.4486,-1.3932318405880688,0.5988093488196382,0.2856290203554224,-0.04164317156461635,5.0
110.0,3.555328,4.666666666666667,3.2,8.808713333333333,13.51252,2.4133333333333336,1.3186666666666669,0.5053333333333333,0.7623686666666668,0.43591,-4.115165799448603,-1.8117380590640066,3.430353506524787,0.14475193896849162,2.3
30.0,9.133,30.0,4.0,68.16233625,9.370384,1.985,1.765,1.02,0.467568,6.31755,2.4092941501519314,0.7160194853230313,1.0285196085192636,-0.7682212829750341,2.8
30.0,1.7431599999999998,4.666666666666667,5.333333333333333,8.808713333333333,11.795966666666668,2.9266666666666663,1.775,0.8066666666666666,0.48039,0.49724,-1.663586578472642,-0.13589367747587996,-0.8755365565450403,-0.26846776888497964,7.0
226.0,18.204399750000004,9.454545454545457,4.727272727272728,20.851584697132832,11.148754545454542,2.760727272727273,1.6398181818181816,0.874545454545454,0.5518918918918182,0.07675,-1.6265015885911218,-0.667105340010806,0.11037019958542577,0.3646299839187596,6.0
100.0,7.900992,10.0,4.8,20.016938,11.64556,2.774,1.714,0.882,0.499726,0.91248,-1.1153268871704065,-0.1816256192433176,-0.387014144560343,-0.030896262490130343,3.5
219.0,40.61,24.5,4.5,53.4902975,11.90626,2.225,1.765,0.945,0.4789899999999999,4.5665,1.2854663795600634,0.42886443672149466,0.6507184758838557,-0.4769771135842919,1.8
258.0,5.815328000000001,11.61904761904762,4.714285714285714,24.135015142857146,11.582328571428572,2.857619047619047,1.6900000000000002,0.8576190476190477,0.5198571428571429,0.6278,-1.1932888779891981,-0.30952231143950715,-0.056402578335398294,0.24182983103673328,5.8
108.0,8.885992,16.8,4.0,36.0685,9.682,2.675,1.855,0.945,0.48273,1.71759,0.1412292442579979,-0.2597443970209904,-0.4651492346734036,0.07852496068869694,5.5
46.0,9.874,23.0,4.0,48.7195,9.1302,2.115,1.88,1.106666666666667,0.47888,3.958,1.6016959170064304,-0.231692618459171,-0.17466355652906854,-0.44949518593338067,1.5
20.0,7.558488000000001,9.0,4.0,19.8565257,12.18425,2.53,1.495,0.71,0.61443,0.69605,-2.386240326953585,-0.7192828354229721,1.4815985984122495,0.201560328591086,3.0
56.0,8.841328,18.0,4.571428571428571,43.498522,8.79744,2.2285714285714,1.904,1.2280000000000002,0.481478,1.91369,1.151089024496452,-0.7656949135752505,-1.0720702006995908,0.08233029362095044,2.5
106.0,12.419328,10.4,4.6,20.853447055,11.43734,2.7065,1.6407999999999998,0.8216,0.5566228000000001,0.73803,-1.575207035109852,-0.5786850762382627,0.42968444981891396,0.14014624760331246,6.0
30.0,2.3326640000000003,10.0,4.666666666666667,21.68885333333333,10.39875,2.75,1.7033333333333334,0.92,0.4987149999999999,1.50633,-0.8792612135231821,-0.14241645961876978,-0.32512275298519105,-0.25270761615310783,2.5
468.0,41.060299,7.2,4.8,15.69310028,12.07244,2.518,1.518,0.7380000000000001,0.5368794,0.56215,-2.2319804204706983,0.0636012194119427,0.5120464581737679,0.07060563954632412,6.0
43.0,7.5581595,8.333333333333334,3.9166666666666665,17.918277359999994,12.8161,2.5641666666666665,1.5033333333333334,0.6208333333333335,0.6598700000000001,0.85358,-2.750775870037791,-1.1537236084410114,2.091104297282917,0.11295548202910964,4.0
100.0,10.803992,10.0,4.8,20.3920334,12.04083,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.50239,-1.018617654285511,-0.030912052949483192,-0.2263318422188471,-0.2552126043321908,5.5
60.0,7.312664,10.0,5.333333333333333,20.325236749666672,11.72784,2.9266666666666663,1.765,0.9666666666666668,0.4912400000000001,1.95335,-0.5528069600140094,-0.2654566636245588,-0.5591229637344572,-0.5016635495398656,6.0
58.0,7.767992,11.6,4.8,24.033618,10.75912,2.644,1.794,0.944,0.4927989999999999,1.12352,-0.5991354084033249,-0.3661386716193298,-0.6318831818895126,-0.04282266349720103,6.0
243.0,18.2064855,10.5,3.625,20.994126531875,11.26033125,2.6118750000000004,1.5287499999999998,0.88125,0.496591875,0.80454,-1.445429020044049,0.3719603422106423,-0.025798896561873844,0.13186173126548514,5.0
46.0,9.133,23.0,4.0,48.7195,9.8771,2.115,1.905,1.12,0.47888,4.86505,1.8829039675199115,-0.2460405348263818,-0.07850596929080335,-0.8391390565331506,3.8
108.0,11.35441075,9.25,4.6,18.439538,10.745844000000002,2.6495,1.6705,0.8808000000000001,0.5900399999999999,0.5852,-1.607451045058787,-1.1941610167987098,0.46125060436193127,0.10648761251689133,6.8
108.0,11.775328000000002,14.333333333333336,5.6,30.55068666666667,11.749633333333335,2.826,1.6516666666666666,0.928,0.49463625,1.12928,-0.6692227660282273,0.08879012731006022,-0.13337095120620915,0.23645801683553017,2.5
58.0,8.885992,11.4,4.8,24.556188775,10.78917,2.698,1.8590000000000004,0.974,0.489795,1.86705,-0.2284239293825348,-0.4947972189172832,-0.7172712585322936,-0.3866850721662128,6.8
100.0,8.885992,10.0,4.8,20.9940862215,11.023840000000002,2.755,1.6310000000000002,0.86,0.4987149999999999,1.04374,-1.2768257750534195,0.11116067401443323,-0.1360409532679834,-0.026950656917884633,4.8
122.0,13.512992,12.8,4.8,24.789618,11.38168,2.81,1.7400000000000002,0.86,0.4960699999999999,1.05428,-0.8598082356686318,-0.11377037217381429,-0.269325159494755,0.08842520657680995,6.0
200.0,14.074151500000005,9.5,4.8,19.232677916666667,11.217766666666668,2.799,1.7100000000000002,0.9259999999999998,0.4960433333333333,0.78937,-1.0712762994540492,-0.2142290579964942,-0.5608365292030636,-0.02145030450329287,6.0
30.0,2.70174775,7.5,4.8,15.69310028,11.79886,2.805,1.598,0.8480000000000001,0.4991960000000001,0.61805,-1.6765881142827626,0.13160989281402247,-0.2455601217344781,-0.016816744261199702,3.8
233.0,3.94991025,7.4,3.5454545454545454,14.996859625,12.08220909090909,2.7384090909090912,1.5663636363636364,0.7063636363636363,0.4991960000000001,0.8506,-2.042010094179026,0.45848492925495077,0.18016413756390803,-0.0831073525867411,5.0
100.0,7.558488000000001,10.0,5.0,20.2988926326,12.0034,2.904,1.656,0.8480000000000001,0.4927189999999999,0.8159,-1.3031019480322301,0.11104320147487395,-0.2704887479079518,0.04461894164745118,5.5
61.0,20.834,20.5,3.5,43.498522,8.71425,2.135,1.91,1.12,0.4776649999999999,6.313,2.007222873716932,-0.17193085520713525,0.059477895510681285,-1.6236461495424104,3.8
185.0,22.81264,11.25,4.333333333333333,22.212725,11.865175,2.6625,1.99,1.16,0.48659875,0.27146,0.07318506505236841,-1.2593947492691113,-1.7923926841055118,0.1274881865994445,2.5
150.0,24.150564000000003,15.6,4.8,34.72421799999999,10.347,2.8280000000000003,1.75,0.9559999999999998,0.4679350000000001,4.30067,0.5047015822402363,0.39223846640434573,0.05050397559468072,-1.0197063776512392,6.0
100.0,5.203996,10.0,4.8,20.9941265318,10.600980000000002,2.752,1.7400000000000002,0.964,0.4927189999999999,0.88802,-0.835806262521834,-0.29611379315775405,-0.6891915775505124,-0.03708791650637243,6.0
92.0,40.61,48.0,4.0,116.3255,9.01375,1.9866666666666664,2.045,1.36,0.42632,5.07625,5.31554771654123,0.19183849607085182,0.055022207802672286,1.0175775264659603,2.5
136.0,11.202328,17.333333333333332,4.666666666666667,39.180980333,11.180966666666668,2.8766666666666665,1.7166666666666668,0.8933333333333332,0.478464,2.78022,0.08291758347235674,0.36591703325806085,0.16042636368188715,-0.21681620349640088,6.0
30.0,1.7428315,10.0,5.0,20.151515,10.565180000000002,2.8280000000000003,1.6795000000000002,0.85,0.4911100000000001,0.87067,-1.2390571460674698,0.06606277225580816,-0.33023080319684006,0.007762446928619774,6.0
235.0,17.921332000000003,10.0,4.666666666666667,20.02735333333333,11.408266666666668,2.806666666666666,1.7266666666666668,0.9155555555555556,0.48197555555556,0.01079,-1.15771236923682,-0.13052081297185888,-0.8364269791640431,0.322118306547915,5.8
150.0,30.2908235,31.33333333333333,5.166666666666667,69.5921279999,9.138583333333331,2.4133333333333336,1.7883333333333336,1.4220000000000002,0.46586,5.54333,3.3372556274635214,-0.00831487507487853,-0.05879297009764316,-0.4725151297538944,3.8
38.0,4.542664,12.666666666666664,4.666666666666667,26.621686666666665,11.354766666666668,2.806666666666666,1.7166666666666668,0.92,0.4865066666666666,0.88802,-0.7417340198041489,-0.034986760960957534,-0.46411165025931095,0.17620048852020162,5.8
114.0,21.124328,14.5,4.5,32.38773899975,11.28095,2.8,1.6869999999999998,0.8399999999999999,0.4862359999999999,1.05605,-0.7622163081139766,0.23517377052360516,-0.07403213379227816,0.3036555345615411,5.8
90.0,3.94991025,5.625,3.5,11.729290775,12.18425,2.745,1.5425,0.695,0.611805,0.62515,-2.6429608167812915,-0.8715540769587393,1.1961722170147915,-0.0527125276263364,3.3
280.0,26.745328000000004,13.0,4.166666666666667,27.44881366633333,11.667433333333332,2.861666666666667,1.7233333333333334,0.9016666666666668,0.4871716666666667,2.6772,-0.3470881126898106,0.12454047875310868,-0.05870018144528121,-0.5365065132675485,4.5
60.0,9.239992,14.4,4.8,31.204917046,10.78917,2.684,1.8590000000000004,0.974,0.489272,4.7232,0.6669373428335154,-0.18926878269008224,-0.0040854135724114424,-1.3436227190030807,6.5
80.0,5.60474375,10.0,5.0,20.492449117625004,11.68835,2.80875,1.6825,0.88625,0.489795,0.79244,-1.1537114950316123,0.011381377422834902,-0.44352970803564573,0.03598045368111168,5.8
30.0,2.703996,6.0,3.2,12.0096,12.0034,2.636,1.394,0.642,0.6497568000000001,0.85358,-3.094465174725479,-0.8109357531067125,2.045461499903075,-0.0339392814288661,2.0
226.0,23.576975,24.5,5.0,53.356,11.8242625,2.934,1.736,0.945,0.4679350000000001,2.53683,0.8098222818609044,0.4722799418629624,0.20455301065494375,0.36941903898470624,3.0
100.0,1.741332,10.5,4.8,20.2988926326,10.73364,2.755,1.7880000000000005,0.9,0.490932,0.7901,-0.9033329689044464,-0.3130740029265626,-0.6737849340602475,0.002505797373503745,6.0
116.0,8.505991999999999,11.6,4.666666666666667,22.184891944444445,11.023840000000002,2.81,1.76,0.9183333333333332,0.4965918333333333,0.8148,-0.8393886044394718,-0.311397730239652,-0.5483398128283709,0.07667282718235838,6.0
126.0,26.092,25.2,4.8,58.30341800000001,11.61422,2.799,1.7574999999999998,0.899,0.467568,2.9768,0.9622960215609583,0.5558524554295986,0.42367136082064266,0.2967802018838996,6.0
6.0,1.7,6.0,4.0,12.0096,11.2603,2.55,1.7,0.8,0.49954,0.49916,-1.7600744025087642,-0.12124512866324393,-0.4500413835804201,-0.12177019010891142,10.0
60.0,7.900992,10.0,4.8,20.3920334,10.565180000000002,2.708,1.648,0.8800000000000001,0.4927189999999999,0.82565,-1.2379136611430128,0.08394986080176528,-0.324144079208573,0.03873737722337322,6.0
156.0,25.021992,17.333333333333332,4.666666666666667,37.51688,11.458755555555555,2.83,1.7444444444444445,0.9111111111111108,0.4799622222222223,1.70947,-0.0940441619559759,0.14525159568551912,-0.15425806915494247,0.1827235230722584,6.5
120.0,13.477328,12.8,4.8,24.847737,10.59066,2.644,1.8790000000000004,0.892,0.4927989999999999,1.00958,-0.5162188227793959,-0.5140125964124513,-0.671611337551145,0.036642416948159555,5.8
311.0,14.091992,31.1,6.0,74.71870600000003,11.1994,2.757,1.7420000000000002,0.9559999999999998,0.4660609999999999,3.492,1.7595432224768524,0.7025701263910412,0.7560162918157145,0.5763821779595454,6.0
46.0,8.42666,8.8,4.0,16.862137999999998,11.7051,2.79,1.495,0.71,0.6184925,1.03881,-2.386236238496438,-0.7551997840958183,1.5480260691957437,0.0037757524368447863,5.0
66.0,13.35,20.666666666666668,4.5,43.498522,11.543,2.81,1.7166666666666668,0.8933333333333332,0.48449,2.62853,0.26343022193776855,0.33256830671103843,0.324649401303201,0.047623173963535666,6.0
112.0,16.864992,22.8,5.6,53.441338,11.79886,2.884,1.6880000000000002,0.946,0.4743239999999999,3.26948,0.7873581611750716,0.5717158247153873,0.46389864114096824,0.026872102064510708,3.8
222.0,16.676996,27.6,5.2,65.56541800000001,11.23408,2.826,1.7380000000000002,0.914,0.4673040000000001,4.57578,1.5599371751140563,0.780072560481417,0.889096825243375,-0.14686462599192318,2.8
240.0,44.191,34.285714285714285,5.428571428571429,77.36308571428572,9.093814285714286,2.225714285714285,1.97,1.2285714285714289,0.4494728571428572,6.16352,3.6863378817780323,0.10749177542990164,0.13919666398260802,-0.533388488955298,2.5
60.0,11.874,12.0,4.8,24.789618,11.82415,2.938333333333333,1.62,0.8150000000000001,0.491678,1.31786,-1.1623623319706589,0.357774269911396,0.07329932362409211,0.011190881492184054,6.0
60.0,7.558488000000001,12.0,4.8,24.808518,10.629,2.805,1.705,0.91,0.4927189999999999,1.2188,-0.7969395337025068,-0.04901191953967955,-0.3310217909769933,-0.0063718453121354626,6.0
42.0,9.133,42.0,5.0,102.82756,9.695,2.165,1.91,1.15,0.4391649999999999,4.45167,3.8544381193605766,0.5702638988655183,0.5040256751475449,0.9343974358753044,2.5
108.0,7.441332000000001,10.8,4.8,21.9893120372,11.16682,2.7136,1.743,0.946,0.4957955,0.86162,-0.833248251046764,-0.30309652044486957,-0.5978128537238814,0.024809641887939417,5.5
108.0,8.505991999999999,10.8,4.8,20.016938,10.9196,2.87,1.7185,0.8959999999999999,0.496591800000001,0.50181,-1.118239923304162,-0.2048683287054435,-0.5182498368811965,0.16320209653762138,5.5
78.0,5.633992000000002,14.0,4.0,29.680678624999995,11.5259875,2.80875,1.6825,0.88625,0.495275,1.0804,-0.7541902693658247,0.05009881294393307,-0.12429311318949338,0.2249257486600788,2.5
90.0,7.4428315,10.0,5.0,20.3920334,10.2719,2.6362499999999995,1.6520000000000004,0.8216,0.495736,1.0804,-1.322556152084108,0.1499316277899431,-0.11980240215851766,-0.05446302178982506,6.0
222.0,43.23,28.1904761904762,4.0,67.9394,10.347,2.03,1.955,1.2999999999999998,0.4494728571428572,3.1504,2.7069741541622063,-0.3190525551603323,-0.8552559705015758,0.31504155962878005,1.8
122.0,14.091992,12.2,4.8,24.808518,11.20276,2.727,1.767,0.91,0.496167,1.96268,-0.5141922862101741,-0.19845784901720356,-0.2756559260848457,-0.3332612731467769,6.0
92.0,13.747992000000002,12.2,4.8,25.077338,11.17714,2.755,1.7200000000000002,0.8874449999999999,0.4927189999999999,1.10889,-0.8325391587204775,-0.06106333770686657,-0.32394816070685,0.04939270384477717,4.0
50.0,15.43,50.0,4.0,117.386335,10.599905,2.295,1.9,1.36,0.42668,7.715,5.734277972993977,0.8358109176727835,0.9455095629448289,0.08521666321327843,2.5
60.0,8.836996000000001,12.0,4.8,25.077338,12.30176,2.774,1.654,0.774,0.491678,1.66969,-1.1120766105478745,0.3589719670162264,0.1690471213571483,-0.13601351179241128,4.3
76.0,11.463996000000002,18.0,6.0,39.568056,9.65936,2.265,1.9,1.265,0.4862650000000001,2.32089,1.236257411009845,-0.8545676536596085,-1.0680497741647552,-0.15612164341320997,1.5
113.0,11.35441075,15.75,4.5,33.739258,10.5015125,2.115,2.0975,0.8925,0.4826418750000001,1.03544,0.23754877883524964,-0.9269441089891102,-1.0399999981804038,0.18368798370650513,5.5
84.0,10.507072,42.0,5.0,93.8846,9.695,2.445,1.98,1.135,0.436875,5.67567,4.067567872787649,0.4896591233530103,0.5091029562008405,0.24930004443097395,2.5
194.0,27.10599,48.5,4.5,111.34115,11.70255,2.53,1.99,1.16,0.4391649999999999,0.78135,3.6709754992606003,0.12693775325016285,-0.1411626836080831,2.8050698477994978,2.5
214.0,25.494,42.8,5.6,102.82756,9.1302,2.3080000000000003,1.908,1.2,0.45825,5.54914,4.193786183913047,0.3657870633129767,0.8120572879499682,0.5084368712319705,2.0
46.0,13.551332,23.0,4.0,48.7195,9.2708,2.24,1.93,1.1800000000000002,0.436875,6.44467,2.550791705925387,0.23078648109926997,-0.35534111302765,-1.5345490631991243,2.5
250.0,13.9558185,12.0,4.75,26.20264325,10.833850000000002,2.81,1.815,0.96,0.4931925,1.12352,-0.4637378213510136,-0.4407199461247089,-0.6731531106570483,-0.004228728476658406,6.0
144.0,11.624328000000002,14.4,5.6,33.739258,11.0881,2.752,1.8590000000000004,0.946,0.485951,3.01757,0.27740202879305875,-0.236496791439368,-0.2785383307412752,-0.5906375843471677,3.8
38.0,1.55316,12.666666666666664,4.666666666666667,26.621686666666665,11.373216666666664,2.806666666666666,1.7466666666666668,0.9833333333333334,0.4865066666666666,0.80212,-0.5517245125391999,-0.22548369522280912,-0.6887145140810597,0.184284080098258,6.2
90.0,7.558488000000001,18.0,4.8,39.568056,11.33044,2.81,1.7400000000000002,0.86,0.48502,2.18789,-0.06565673707561115,0.2330542882297231,0.1555106501140289,0.05966012397241278,5.5
112.0,7.900992,11.222222222222,4.4444444444444455,22.977674666666665,11.260116666666669,2.771111111111112,1.521111111111112,0.746,0.6081561111111111,1.61291,-1.8684423815619058,-0.6597703100453431,1.5599773671068187,-0.06333569322818698,6.0
76.0,11.351332,15.2,5.0,31.937418,11.909720000000002,2.545,1.735,0.945,0.4822649999999999,2.015,-0.17013226333051973,0.06949478806432477,-0.25019401376042205,-0.12041561277362998,5.3
100.0,8.147992,10.0,4.8,20.077018,11.33044,2.7060000000000004,1.6780000000000002,0.892,0.498454,1.8013,-0.9580009979088935,-0.007257566747021962,-0.1710271681748986,-0.38417975018928485,6.0
236.0,18.20589925,9.44,4.48,18.89450222,11.443499999999998,2.6916,1.6407999999999998,0.828,0.5566228000000001,0.60442,-1.6695168119729205,-0.6183032121256278,0.34100260159144336,0.12473556979488916,5.5
112.0,13.053996,22.4,5.2,53.441338,11.11696,2.7380000000000004,1.6520000000000004,0.928,0.4673040000000001,2.4836,0.503426367539,0.7151676580427158,0.34816222067338193,0.3542384978804908,2.5
146.0,9.874,14.4,4.8,31.204917046,10.9485,2.752,1.7880000000000005,0.946,0.491604,0.91248,-0.38922649005754023,-0.29591934825290434,-0.5210744656251898,0.272766957129177,5.5
100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.755,1.6310000000000002,0.91,0.4927189999999999,0.8886,-1.1863340453894624,0.08861728269252545,-0.34611016577071196,0.012241033984628355,5.5
96.0,8.885992,23.0,4.0,48.7195,10.629,2.115,1.905,1.12,0.48855,2.37558,1.3011595537311123,-0.5719523111753467,-0.47753776062351483,0.19514625812096537,3.8
138.0,10.507072,12.6,4.8,25.408218,11.33044,2.81,1.7400000000000002,0.86,0.4927189999999999,1.55883,-0.7356237463648014,-0.030050824368872527,-0.19976788276352767,-0.11907583692517966,6.0
92.0,9.683996,9.4,4.8,18.89450222,10.993994000000002,2.8280000000000003,1.6407999999999998,0.8370000000000001,0.495736,0.71879,-1.4423923712075861,0.11368651105935644,-0.23597683370021305,0.04901532125197365,2.5
392.0,39.569292,28.0,5.0,68.70049999999999,11.2520375,2.9266666666666663,1.7183333333333335,0.9333333333333332,0.4722666666666666,3.87311,1.4734523671753437,0.7032076479778366,0.8409177389507144,0.21820174081624885,5.5
100.0,8.147992,10.0,4.8,20.3920334,11.33044,2.721,1.7010000000000003,0.892,0.4930319999999999,0.8059,-1.1130575004022334,-0.0875550937248643,-0.4630532804330982,0.02042502059853275,6.5
176.0,6.25674375,8.8,4.4,16.332807916666667,11.5059,2.572,1.528333333333333,0.7880000000000001,0.6520722222222223,0.75041,-2.309757958304695,-1.4039572062685053,1.555543650570133,0.09583709731609409,7.0
58.0,3.883996,11.6,4.8,23.231818,11.023840000000002,2.644,1.794,0.96,0.499514,0.77752,-0.6723964869437031,-0.5053405586985605,-0.6822618901948244,0.086236835161234,4.3
58.0,6.697992,12.2,4.8,24.033618,11.17714,2.684,1.7420000000000002,0.914,0.4907199999999999,0.80631,-0.8071500359533879,-0.16997032221840694,-0.5213028619455944,0.14061409746386347,6.0
100.0,7.767992,10.0,4.8,20.077018,11.33044,2.81,1.732,0.86,0.49512,0.74774,-1.1552750255107325,-0.15463920835263728,-0.4496274745221573,0.03308703404834595,6.0
70.0,1.7401675,4.583333333333333,4.333333333333333,8.71100505325,13.161829166666667,2.595,1.3186666666666669,1.3633333333333333,0.7650095833333334,0.78534,-1.996406806274476,-3.170678404357085,1.5549159765154024,-0.19182286866198428,1.5
117.0,9.133,11.5,3.75,24.50301875,12.18425,2.115,1.62625,0.945,0.4690149999999999,1.51422,-0.7559598845449698,0.4197003867804659,-0.430381114904144,-0.1345435953711229,2.8
146.0,11.351332,13.333333333333336,4.666666666666667,29.568292,11.11716666666668,2.115,1.905,0.8183333333333332,0.485063,1.51619,-0.3963704366237451,-0.30711366448337046,-0.4622485301829945,-0.07269876835415916,6.0
108.0,23.96,36.0,4.333333333333333,83.46173333333333,8.65415,2.2,1.9,1.346666666666667,0.4408933333333333,9.54775,4.802713795023569,0.5474913351174178,0.7153680246728841,-1.7646388885676252,2.5
86.0,8.841328,24.66666666666667,5.166666666666667,53.05033333333333,11.223166666666666,2.225,1.72,0.92,0.4488266666666667,2.4836,0.766701699987966,0.7832613425310301,0.10419222999747957,0.39762317424945637,3.3
165.0,3.925328000000002,10.0,4.666666666666667,21.654418,10.296858333333333,2.7383333333333337,1.5508333333333333,0.8133333333333335,0.4995066666666667,0.49925,-1.6532197203896404,0.35509242964341875,0.04578396601381343,0.2562525968119502,5.5
192.0,38.191,48.0,4.0,111.34115,10.347,1.96,1.88,1.37,0.4315125,3.05125,4.467297968591538,0.3787537752506277,-0.0312525706942274,1.847113684397802,3.8
100.0,7.558488000000001,10.0,4.8,20.2988926326,12.04083,2.81,1.7420000000000002,0.91,0.4927189999999999,0.75585,-1.003361923672427,-0.230613939865309,-0.6036822457991574,0.016957025875461166,2.5
96.0,13.551332,48.0,4.0,118.019,9.65415,2.44,1.9,1.1800000000000002,0.448895,6.523,4.891743420223538,0.7343489110109382,1.2887459772398053,0.561378731173249,2.0
126.0,16.676996,20.5,4.8,47.8025,11.33182,2.94,1.88,1.14,0.47888,2.45933,1.2170101329882492,-0.43882166752772195,-0.6224968439575305,0.05278316077808839,6.0
242.0,17.053984,11.3,4.78125,24.085483,10.999625,2.6796,1.6795000000000002,0.91,0.5427912500000001,1.86581,-0.8971535708340258,-0.5402052670545169,0.2982749475293358,-0.2809181189666779,7.5
76.0,9.107996000000002,15.2,4.4,31.937418,11.64556,2.502,1.7120000000000002,0.951,0.4775399999999999,1.47355,-0.3059007196294166,0.13562526713386847,-0.3675871869117934,0.11083764104374662,5.5
116.0,11.2954955,12.0,4.8,25.7926972413,11.82448,2.799,1.6869999999999998,0.8320000000000001,0.496379,1.75184,-0.892745492640962,0.1289995990078075,0.036393726156626324,-0.18381384246423388,2.8
112.0,10.584328,22.4,5.2,53.441338,11.719925,2.8240000000000003,1.785,0.965,0.4775399999999999,1.06276,0.5004653011210947,0.04446973428153971,-0.1968618232268974,0.8781765701521737,2.5
42.0,9.44,42.0,4.0,71.6571,10.39875,2.24,1.93,1.1800000000000002,0.448895,4.4815,3.371916452320786,0.21124721325889062,0.13298817691825646,0.3903883475194707,2.5
30.0,1.7401675,7.5,4.0,14.996859625,11.7051,2.6725000000000003,1.6725,0.71,0.6184925,0.7901,-2.1956173460717947,-1.289962884807053,1.073465993979448,-0.054318704912964644,6.8
126.0,14.091992,25.2,4.8,58.30341800000001,11.61422,2.884,1.736,0.944,0.467568,2.94022,1.0207846992079859,0.5413913681111101,0.35816376145094747,0.3117763932370573,6.0
236.18,23.96,44.0,4.0,74.71870600000003,9.350333333333332,2.225,1.913333333333333,1.185,0.44942,5.20133,3.658218415432632,0.3371688357323192,0.39076079688546894,0.226503057345008,2.8
42.0,7.44274775,10.5,3.875,21.9893120372,12.18425,2.7060000000000004,1.5475,0.71,0.611805,1.02048,-2.0978938205519704,-0.781607882803558,1.475010195544175,0.13526387290243327,5.3
106.0,11.35441075,14.5,4.6875,31.937418,11.9389125,2.8,1.7265625,0.89875,0.4826418750000001,2.6772,-0.18328839528909288,0.21006157864943,-0.010811656999801134,-0.4070717231658449,6.0
80.0,5.439908,10.0,5.0,20.255278375,11.026725,2.78,1.6725,0.8525,0.495275,0.80625,-1.2713265804444307,0.02619300098623102,-0.29334409133947753,0.04047666410384008,3.8
107.0,11.624328000000002,10.7,4.7,21.9893120372,11.0881,2.502,1.7080000000000002,0.836,0.485951,1.7909,-0.9324601302883505,0.16391455007482594,-0.18562416034633897,-0.32766767712379297,5.8
